,road_name,gender
2026,Hertspieghel weg,null
2027,Hertzog straat,null
2028,Hertz straat,male
2029,Herwijk,null
2030,Hessenberg weg,null
2031,Hestia straat,female
2032,Het Breed,male
2033,Het Dok,male
2034,Het Hoogt,male
2035,Het Laagt,male
2036,Het Tuin pad Van Mijn Vader,male
2037,Hettenheuvel weg,null
2038,Hetty Blok straat,female
2039,Heusden straat,null
2040,Heverlee straat,null
2041,Hexaan weg,null
2042,Hijskraan straat,null
2043,Hilbert Van Dijk hof,male
2044,Hildebrand straat,male
2045,Hildegard Von Bingen straat,female
2046,Hildo Krop plein,male
2047,Hildsven,null
2048,Hillegom straat,null
2049,Hillenraadt,null
2050,Hilletjes Brug,null
2051,Hilmanhofje,null
2052,Hilverbeek straat,null
2053,Hoekschewaard plein,null
2054,Oude Turfmarkt,female
2055,Hilversum straat,null
2056,Hinderstein,null
2057,Hirschpassage,null
2058,Hissink straat,null
2059,Hobbema kade,null
2060,Hobbema straat,null
2061,Hodenpijl kade,null
2062,Hodshon-Dedel hof,female
2063,Hoe Langer Hoe Liever,male
2064,Hoek Van Holland straat,male
2065,Hoekenes,null
2066,Hoekenes pad,null
2067,Hoekenes plantsoen,null
2068,Hoekschewaard weg,null
2069,Hoeksloot straat,null
2070,Hoendiep straat,null
2071, Hof Van Eden,female
2072, Hof Van Parijs,female
2073, Hof Van Versailles,female
2074,Hofgeest,null
2075,Hofjen Van De Weduwe Roosen,null
2076,Hofmeester straat,null
2077,Hofmeyr straat,male
2078,Hofsteden weg,null
2079,Hofwijck straat,null
2080,Hoge Brug,male
2081,Hogebooms pad,null
2082,Hogehil weg,null
2083,Hogen dijk,male
2084,Hogenes plantsoen,null
2085,Hogevecht,null
2086,Hoge weg,male
2087,Hondecoeter straat,null
2088,Holbein straat,male
2089,Holendrecht dreef,null
2090,Holendrechter weg,null
2091,Holendrecht plein,null
2092,Holendrecht straat,null
2093,Hollandia Kattenburg pad,null
2094,Hollandia gracht,null
2095,Hollandse Tuin,null
2096,Hollandse kade,null
2097,Holterberg weg,null
2098,Holtmeulen,null
2099,Holwerda hof,null
2100,Holy,male
2101,Hondius straat,null
2102,Hondsrug weg,null
2103,Honselersdijk straat,null
2104,Honthorst straat,null
2105,Hoofddorp plein,null
2106,Hoofddorp weg,null
2107,Hoogoord plein,null
2108,Hoogte Ka dijk,null
2109,Hoogwoud straat,null
2110,Hooi straat,female
2111,Hoopende Swaen,null
2112,Hoorneboeg,null
2113,Oude Waal,female
2114,Hoofd weg,female
2115,Hooge Venne,male
2116,Hoogheemraad weg,null
2117,Hoogkamersgang,null
2118,Hoogoord,null
2119,Hoogoord dreef,null
2120,Hoogoord dreef / Atlas,null
2121,Hoornse straat,null
2122,Hoortensia laan,null
2123,Hoptille,null
2124,Hoptille pad,null
2125,Horizon,male
2126,Horn weg,male
2127,Horsten berg,null
2128,Hortensia straat,female
2129,Hortus plantsoen,male
2130,Houdringe,null
2131,Houthalen straat,null
2132,Hunneschans,null
2133,Oude-Ijsel straat,female
2134,Houthaven kade,null
2135,Houthaven weg,null
2136,Houtkopersdwars straat,null
2137,Houtmandwars straat,null
2138,Houtman kade,male
2139,Houtman straat,male
2140,Houtrijk straat,null
2141,Hoveniers laan,null
2142,Hoyer pad,null
2143,Hudde kade,null
2144,Hudde straat,null
2145,Hudson hof,male
2146,Hudson straat,male
2147,Hugo De Groot kade,male
2148,Ingelanden weg,null
2149,Ingenhousz hof,null
2150,Ingogo straat,null
2151,Hugo De Groot plein,male
2152,Hugo De Vries laan,male
2153,Hugo Floris Ruys straat,male
2154,Hugo Verriest hof,male
2155,Huidekoper straat,null
2156,Huiden straat,null
2157,Huifkar pad,null
2158,Huigenbos,null
2159,Huismans hof,null
2160,Hullenberg weg,null
2161,Hulst weg,null
2162,Humberto Delgado plein,male
2163,Humber weg,male
2164,Huntum,null
2165,Huntum dreef,null
2166,Huntum pad,null
2167,Hunze straat,null
2168,Hyacinthen laan,null
2169,HygiëA straat,null
2170,HäNdel straat,null
2171,HéLèNe Swarth straat,female
2172,Ibiza straat,male
2173,Ibrahim Moustafa pad,male
2174,Idee brug,female
2175,Iepen laan,null
2176,Iepen plein,null
2177,Iepen weg,null
2178,Ij-Hal,male
2179,Ij-Passage,female
2180,Ij plein,null
2181,Inlaag straat,null
2182,Johannes J. Glas weg,male
2183,Ij-Tunnel,male
2184,Ijburg laan,null
2185,Ijdok,null
2186,Ijdoorn laan,null
2187,Ijpromenade,null
2188,Jacob Van Artevelde straat,male
2189,Ijsbaan pad,null
2190,Ijselmonde straat,null
2191,Ijsel straat,null
2192,Ijslandt pad,null
2193,Ijsselmeer laan,null
2194,Ijsselmeer straat,null
2195,Ijzer hof,null
2196,Ilpendammer straat,null
2197,Ilperveld straat,null
2198,Image brug,male
2199,Imbos,null
2200,Immanuel Kant hof,male
2201,Imogirituin,null
2202,Imstenrade,null
2203,In De Houtzaagmolen,null
2204,Inari straat,female
2205,Industrie weg,null
2206,Johannes Jelgerhuis hof,male
2207,Pieter Van Den Heuvel pad,male
2208,Insulinde weg,null
2209,Internet straat,male
2210,Inzet,null
2211,Ir. B. Bijvoet brug,null
2212,Ir. Jakoba Mulder plein,null
2213,Irawan Soejono straat,male
2214,Iris laan,female
2215,Isaac Gogel weg,male
2216,Isaac Titsingh kade,male
2217,Isaak Gosses hof,male
2218,Isar weg,male
2219,IsaäC Asscher pad,male
2220,Iseo plantsoen,male
2221,Isolator weg,male
2222,IsraëL Querido straat,male
2223,Ite Boerema straat,male
2224,Iwan Kanteman plein,male
2225,J. Cals straat,null
2226,Roskam steeg,male
2227,J. De Koo straat,null
2228,J. Drijver weg,null
2229,J. Dunnebier straat,null
2230,J. Kruiswijk hof,null
2231,J.A. DèR Mouw straat,null
2232,J.C. Breen straat,null
2233,J.C. SchröDer straat,null
2234,J.C. Van Epen straat,null
2235,J.F. Ankersmit straat,null
2236,J.F. Berghoef plantsoen,null
2237,J.F. Van Hengel straat,null
2238,J.G. Suurhoff straat,null
2239,J.H. Hisgen pad,null
2240,J.H. Van Heek pad,null
2241,Jan Schaefer brug,male
2242,Jan Van Zutphen plantsoen,male
2243,J.H. Van Heek weg,null
2244,J.J. Cremer plein,null
2245,J.J. Cremer straat,null
2246,J.J. Viotta straat,null
2247,J.J.M. Vegter straat,null
2248,J.M. Den Uyl straat,null
2249,J.M. Van Der Mey laan,null
2250,J.P. Kloos straat,null
2251,J.S. Ruppert straat,null
2252,J.W. Siebbeles hof,null
2253,Jaag pad,male
2254,Jaap Eden straat,male
2255,Jaap Nunes Vaz straat,male
2256,Jaargetijden,null
2257,Jac. P. Thijsse plein,male
2258,Jan Voerman straat,male
2259,Jachthaven weg,male
2260,Jacob Bontiusplaats,male
2261,Jacob Burggraaf straat,male
2262,Jacob Cabeliau straat,male
2263,Jacob Cats kade,male
2264,Jacob De Rijk hof,male
2265,Jacob Frank hof,male
2266,Jacob Geel straat,male
2267,Jacob Groen plantsoen,male
2268,Jacob Honig straat,male
2269,Jacob Husley straat,male
2270,Jacob IsraëL De Haan straat,male
2271,Jacob Kraus straat,male
2272,Jacob KrüSe straat,male
2273,Jacob Maris plein,male
2274,Jacob Maris straat,male
2275,Jacob Melkman straat,male
2276,Jacob Obrecht plein,male
2277,Jacob Obrecht straat,male
2278,Jacob Olie pad,male
2279,Jacob Paff straat,male
2280,Jacob Til straat,male
2281,Jacob Van Lennep kade,male
2282,Jacob Van Lennep straat,male
2283,Jacob Van Maerlant straat,male
2284,Jacob Van Wassenaar Obdam straat,male
2285,Jacob Van Weesenbeke straat,male
2286,Jacobus Van Looy straat,male
2287,Jacobus Willems pad,male
2288,Jacques Perk straat,male
2289,Jacques Veltman straat,male
2290,Jaddanbai kade,null
2291,James Cook straat,male
2292,James Ross kade,male
2293,James Watt straat,male
2294,Jan Abelsz straat,male
2295,Jan Schaefer pad,male
2296,Jan Sluijters straat,male
2297,Jan Smit straat,male
2298,Jan Somer hof,male
2299,Jan Springer hof,male
2300,Jan Beijer pad,male
2301,Jan Berts straat,male
2302,Jan Bonga straat,male
2303,Jan Boterenbrood straat,male
2304,Jan Bottema straat,male
2305,Jan C. De Vos hof,male
2306,Jan Cele straat,male
2307,Jan Cupido hof,male
2308,Jan De Greef straat,male
2309,Jan De Jongh kade,male
2310,Jan De Jongh straat,male
2311,Jan De Louter pad,male
2312,Jan De Louter straat,male
2313,Jan Den Haen straat,male
2314,Jan Eisenloeffel straat,male
2315,Jan Swammerdam brug,male
2316,Jan Theunisz hof,male
2317,Jan ThoméE pad,male
2318,Jan Van Zutphen straat,male
2319,Jan Veth straat,male
2320,Jan Vlietman brug,male
2321,Jan Voermam straat,male
2322,Jan Evertsen straat,male
2323,Jan Goldschmeding straat,male
2324,Jan Hanzen straat,male
2325,Jan Haring straat,male
2326,Jan Janzen straat,male
2327,Jan Kist straat,male
2328,Jan Leliman hof,male
2329,Jan Ligthart straat,male
2330,Jan Luijken straat,male
2331,Jan Maijen straat,male
2332,Jan Mankes straat,male
2333,Jan Mens plein,male
2334,Jan Met De Hakengang,male
2335,Jan Musch straat,male
2336,Jan Nauta hof,male
2337,Jan Oudegeest straat,male
2338,Jan Peppink straat,male
2339,Jan Pieter Heije straat,male
2340,Jan Poyt straat,male
2341,Jan Punt straat,male
2342,Jan Rebel straat,male
2343,Jan Ringel straat,male
2344,Jan Toorop straat,male
2345,Jan Van Beers straat,male
2346,Jan Van Boendale straat,male
2347,Jan Van Der Neut hof,male
2348,Jan Van Duivenvoorde straat,male
2349,Jan Van Eijck straat,male
2350,Jan Van Galen straat,male
2351,Jan Van Goyen kade,male
2352,Jan Van Hout hof,male
2353,Jan Van Riebeek straat,male
2354,Jan Van Schaffelaar plantsoen,male
2355,Rosmarijn steeg,female
2356,Jan Vroegop singel,male
2357,Jan Willem Brouwers straat,male
2358,Jan Witheijn straat,male
2359,Jan Zijvertsz straat,male
2360,Jan Zwanenburg hof,male
2361,Janna Van Der Weg laan,female
2362,Janusz Korczak plantsoen,male
2363,Janusz Korczak straat,male
2364,Jara singel,male
2365,Jarmuiden,null
2366,Jasmijn laan,female
2367,Jasmijn straat,female
2368,Jason straat,male
2369,Jasper Leijnsen straat,male
2370,Jasper Warner straat,male
2371,Java kade,female
2372,Java plantsoen,female
2373,Java plein,female
2374,Java straat,female
2375,Jean Desmet straat,male
2376,Jeker straat,male
2377,Jelle Posthuma pad,male
2378,Jeltje De Bosch Kemper pad,female
2379,Jenner straat,male
2380,Jephta straat,male
2381,Jeremisegang,null
2382,Jesse Owens hof,male
2383,Jim Thorpe pad,male
2384,Jisperveld straat,null
2385,Joan Melchior Kemper straat,female
2386,Joan Muysken weg,female
2387,Joannes De Swaef hof,male
2388,Joannes Reddingius straat,male
2389,Jodenbree straat,null
2390,Johannes Meewis straat,male
2391,Joh.M. Coenen straat,male
2392,Johan Basius hof,male
2393,Johan Braakensiek hof,male
2394,Johan Broedelet straat,male
2395,Johan Brouwer pad,male
2396,Johan Colterman pad,male
2397,Johan Cousset straat,male
2398,Johan Cruijff Boulevard,male
2399,Johan De Meester straat,male
2400,Johan Greive straat,male
2401,Johan Herman Doorn straat,male
2402,Johan Hofman straat,male
2403,Johan Huijsen straat,male
2404,Johan Huizinga laan,male
2405,Johannes Post straat,male
2406,Rosmolen,null
2407,Johan Jongkind straat,male
2408,Johan Kern straat,male
2409,Johan Limpers straat,male
2410,Johan Ramaer straat,male
2411,Johan Rijnja straat,male
2412,Johan Schippers plantsoen,male
2413,Johan Van Der Keuken straat,male
2414,Johan Van Hasselt kade,male
2415,Johan Van Hasselt weg,male
2416,Johan Van Hulst brug,male
2417,Johan Van Kuyck straat,male
2418,Johan Van Soesdijk straat,male
2419,Johann Sieger straat,male
2420,Johanna Naber straat,female
2421,Johanna Reynvaan straat,female
2422,Rossini straat,male
2423,Johannes Van Der Waals straat,male
2424,Johannes Van Meurs hof,male
2425,Johannes Verhulst straat,male
2426,Johannes Vermeer plein,male
2427,Johannes Vermeer straat,male
2428,Johannes Worp straat,male
2429,Johannis De Rijke straat,male
2430,John Blankenstein straat,male
2431,John Coltrane straat,male
2432,John Fernhout hof,male
2433,John Franklin straat,male
2434,John Kelly pad,male
2435,John Locke hof,male
2436,John M. Keynes plein,male
2437,John Motley hof,male
2438,Johnny & Jones brug,male
2439,Jolicoeur straat,null
2440,Jolleman hof,null
2441,Jollen pad,male
2442,Jonagold straat,male
2443,Jonas DaniëL Meijer plein,male
2444,Jonathan hof,male
2445,Jonge Roelen steeg,female
2446,Joop Geesink weg,male
2447,Joos Banckers weg,male
2448,Joos De Moor straat,male
2449,Joost Bilhamer straat,male
2450,Joris Ivens plein,male
2451,Joris Ivens straat,male
2452,Joris Van Andringa straat,male
2453,Joris Van Den Bergh weg,male
2454,Joseph Haydn pad,male
2455,Joseph Scaliger straat,male
2456,Joseph Schumpeter straat,male
2457,Josephus Jitta straat,male
2458,Joubert straat,male
2459,Jouke Zietsma straat,male
2460,Jozef IsraëLs kade,male
2461,Jul 15-Mar 15,male
2462,Juliana Van Stolberg straat,female
2463,Juliana plein,female
2464,Julius Perger straat,male
2465,Jungfrau,female
2466,Jupiter straat,male
2467,Justus Halbertsma straat,male
2468,Kaapstad weg,null
2469,Kaasjeskruid straat,null
2470,Kaassluis,null
2471,Kabelgast straat,null
2472,Kabel weg,male
2473, Kade West,male
2474,Kadijks plein,null
2475,Kadoelen brug,null
2476,Kadoelen pad,null
2477,Kadoelen weg,null
2478,Kagelink kade,null
2479,Kajuit pad,null
2480,Kajuit weg,null
2481,Kalfjes laan,null
2482,Kalkmarkt,null
2483,Kalkoen straat,male
2484,Kalmar brug,male
2485,Kalmoes straat,null
2486,Kalverengang,null
2487,Kalverpassage,null
2488,Kalver straat,male
2489,Kalver toren,male
2490,Kamelengang,null
2491,Kamerlingh Onnes laan,male
2492,Kamerpalm hof,null
2493,Kamille straat,female
2494,Kamperfoelie weg,null
2495,Kampervenus pad,null
2496,Kanaal dijk,null
2497,Kanaal dijk Oost,null
2498,Kanaal dijk West,null
2499,Kanaal pad,null
2500,Kanaal straat,null
2501,Kanarie straat,male
2502,Kaneelappel straat,null
2503,Kanteel,null
2504,Kanters hof,null
2505,Kantershof pad,null
2506,Kantershof straat,null
2507,Kapkar pad,null
2508,Kapoeas weg,null
2509,Kapteyn straat,null
2510,Karakiet laan,null
2511,Kardoes Kokersgang,male
2512,Karel Doorman straat,male
2513,Karel Du Jardin straat,male
2514,Karel F. Vastenhoud pad,male
2515,Karel Klinkenberg straat,male
2516,Karper weg,null
2517,Karspel dreef,null
2518,Karthuizersdwars straat,null
2519,Karthuizers plantsoen,null
2520,Karthuizers straat,null
2521,Karton straat,male
2522,Karveel straat,null
2523,Kastanje laan,null
2524,Kastanje plein,null
2525,Kastelen straat,null
2526,Kasterlee park,null
2527,Kastrup straat,null
2528,Kees Broekman straat,male
2529,Kees Fens brug,male
2530,Katrijp straat,null
2531,Kattenburger gracht,null
2532,Kattenburger hof,null
2533,Kattenburger kade,null
2534,Kattenburgerkruis straat,null
2535,Kattenburger plein,null
2536,Kattenburger straat,null
2537,Kattengat,null
2538,Kattenrug brug,null
2539,Katwijk straat,null
2540,Kazerne straat,null
2541,Kea Bouman straat,female
2542,Keerpunt,null
2543,Keerwal,null
2544,Keerweer,null
2545,Kees Abspoel straat,male
2546,Kees Boeke straat,male
2547,Keesje Brijde plantsoen,male
2548,Keienberg weg,null
2549,Keizerrijk,null
2550,Keizers brug,male
2551,Keizers gracht,male
2552,Keizers straat,male
2553,Kelbergen,null
2554,Kelbergen pad,null
2555,Kemminkhorst weg,null
2556,Kempen laan,null
2557,Kempering,null
2558,Kerke pad,null
2559,Kerke pad Holysloot-Uitdam,null
2560,Kerk laan Zunder dorp,male
2561,Kerk straat,male
2562,Kermis pad,female
2563,Kerrie straat,female
2564,Kersen straat,male
2565,Kerstomaat plantsoen,null
2566,Kervel plantsoen,null
2567,Ketelhuis brug,null
2568,Ketelhuis plein,null
2569,Ketelmakerij,null
2570,Ketelmaker straat,null
2571,Ketel straat,male
2572,Keuren plein,female
2573,Kever berg,male
2574,Kiefskamp,null
2575,Kiek straat,female
2576,Kierkegaard straat,null
2577,Kieviets laan,null
2578,Kievit straat,null
2579,Kijkduin straat,null
2580,Kikkenstein,null
2581,Kikkenstein hof,null
2582,Kikkenstein straat,null
2583,Kikkerbloem,null
2584,Kimpo weg,male
2585,Kinderdijk straat,null
2586,Kinderverblijf,null
2587,King'S Dock straat,null
2588,Kingsford weg,male
2589,Kinker straat,null
2590,Kinrooi straat,null
2591,Kippe brug,female
2592,Klaartje De Zwarte - Walvisch brug,female
2593,Klaas Geerts plantsoen,male
2594,Klaas Kater straat,male
2595,Klaas Wannen,male
2596,Kleine Wittenburger straat,male
2597,Kleine Zonne plein,male
2598,Oudebrug steeg,null
2599,Klaprozen weg,null
2600,Klaren burg,female
2601,Klaroen straat,null
2602,Klatering pad,null
2603,Klaverblad straat,null
2604,Kleefkruid straat,null
2605,Kleersloot,null
2606,Kleine Beer straat,male
2607,Kleine Bickers straat,male
2608,Kleine Die straat,male
2609,Kleine-Gartman plantsoen,male
2610,Kleuter laan,null
2611,Klieverink weg,null
2612,Klimop brug,null
2613,Klimopstraatje,null
2614,Klimop weg,null
2615,Klinker weg,null
2616,Klipper straat,null
2617,Kloekhorst straat,null
2618,Klokkenberg weg,null
2619,Klokkengang,null
2620,Klooster straat,male
2621,Kloveniersburgwal,null
2622,Kloveniers steeg,null
2623,KlöNne Plein,null
2624,KlöNne plein,null
2625,Kneppelhout straat,null
2626,Kneppel weg,null
2627,Knokke straat,male
2628,Knollendam straat,null
2629,Kolfschoten straat,null
2630,Kolibri straat,male
2631,Kolksluis,null
2632,Kolk steeg,null
2633,Knsm- Laan,null
2634,Knuppel pad,null
2635,Ko Van Dijk hof,null
2636,Koedijk pad,null
2637,Koekoeks laan,null
2638,Koekoeks plein,null
2639,Koekoeks straat,null
2640,Koen Limperg straat,male
2641,Koenen kade,null
2642,Koeriersters plein,null
2643,Koe straat,male
2644,Koffie weg,female
2645,Kofschip straat,null
2646,Kogeldistel straat,null
2647,Kogge straat,null
2648,Koivisto kade,null
2649,Kolberg brug,null
2650,Koningspalm plein,null
2651,Oudekennis steeg,null
2652,Kollenberg weg,null
2653,Kombuis weg,null
2654,Kometen singel,null
2655,Komijn straat,null
2656,Kompas weg,male
2657,Konijnen straat,null
2658,Koningin Wilhelmina plein,female
2659,Koninginne Gang,null
2660,Koninginne weg,null
2661,Koningsbergen brug,null
2662,Koningsgang,null
2663,Konings laan,male
2664,Konings plein,male
2665,Konings straat,male
2666,Koog straat,male
2667,Koolpalm hof,null
2668,Koolrabi straat,null
2669,Koopvaarders plantsoen,null
2670,Koornhorst,null
2671,Koos Vorrink weg,male
2672,Kop Van Jut,male
2673,Koperslagerij,null
2674,Kopjacht plein,null
2675,Kopjacht straat,null
2676,Kopkewier pad,null
2677,Koppeling pad,null
2678,Koppenburg laan,null
2679,Kopra weg,male
2680,Korenbloem straat,null
2681,Korfbal straat,male
2682,Koriander straat,male
2683,Kormelink weg,null
2684,Korsjespoort steeg,null
2685,Korte Water,female
2686,Korte Zoutkeets gracht,female
2687,Korte 'S-Gravesande straat,female
2688,Korte Amstel straat,female
2689,Korte Blekers straat,female
2690,Korte Brug,female
2691,Korte De Witten straat,female
2692,Korte Dijk straat,female
2693,Korte Distel straat,female
2694,Korte Geuzen straat,female
2695,Korte Keizersdwars straat,female
2696,Korte Keizers straat,female
2697,Korte Kolk steeg,female
2698,Korte Koningsdwars straat,female
2699,Korte Konings straat,female
2700,Korte Korsjespoort steeg,female
2701,Korte Lepel straat,female
2702,Korte Lijnbaans steeg,female
2703,Korte Marnix kade,female
2704,Korte Marnix straat,female
2705,Korte Meerhuizen straat,female
2706,Korte Niezel,female
2707,Korte Ouderkerker brug,female
2708,Korte Ouderkerker dijk,female
2709,Korte Papaver weg,female
2710,Korte Prinsen gracht,female
2711,Korte Reguliersdwars straat,female
2712,Korte Schimmel straat,female
2713,Korte Spinhuis steeg,female
2714,Korte Storm steeg,female
2715,Korte Tol straat,female
2716,Korte Van Eeghen straat,female
2717,Korte Wagen straat,female
2718,Oudekerks brug,null
2719,Rossum plein,male
2720,Kortenaer straat,null
2721,Kortenaken straat,null
2722,Kortenberg pad,null
2723,Korteweg hof,null
2724,Kortrijk,female
2725,Kortvoort,null
2726,Kortwoude pad,null
2727,Kos pad,male
2728,Kostverloren straat,null
2729,Kostverloren weg,null
2730,Kotteraar straat,null
2731,Kotters pad,null
2732,Kousenband straat,null
2733,Kouter straat,null
2734,Kouwenoord,null
2735,Kouwenoord weg,null
2736,Koxhorn,null
2737,Kraaiennest,null
2738,Kratontuin,null
2739,Kreeft straat,null
2740,Kreek straat,male
2741,Krelis Louwen straat,male
2742,Kreta weg,female
2743,Kreupel steeg,null
2744,Kribbe straat,female
2745,Pablo Neruda laan,male
2746,Kraaiennest pad,null
2747,Kraaien plein,null
2748,Kraailook straat,null
2749,Kraaipan straat,null
2750,Kraandrijver straat,null
2751,Kraansluis,null
2752,Kraanspoor,null
2753,Krabbendam straat,null
2754,Kraijenhoff straat,null
2755,Kralenbeek,null
2756,Kramat plantsoen,male
2757,Kramat weg,male
2758,Krammer straat,male
2759,Kranen burg,null
2760,Krasseur straat,null
2761,Rostock brug,null
2762,Krijn Breur straat,male
2763,Krijn Taconis kade,male
2764,Krom Boomssloot,male
2765,Krombek straat,null
2766,Kromme Distel straat,null
2767,Kromme Leimuiden straat,null
2768,Kromme Palm straat,null
2769,Kromme Waal,null
2770,Kromme-Mijdrecht straat,null
2771,Krommehoek straat,null
2772,Krommenie straat,null
2773,Krommert straat,null
2774,Kromwijk dreef,null
2775,Kronstadt brug,null
2776,Kroon weg,null
2777,Kruit berg,null
2778,Krooswijk hof,null
2779,Kroot straat,female
2780,Kropaar straat,null
2781,Kruger plein,male
2782,Kruisbessen straat,null
2783,Kruisheren pad,null
2784,Kruis laan,female
2785,Kruithuis straat,null
2786,Krulsla plantsoen,null
2787,Kruysweer straat,null
2788,Ks. Ibis plantsoen,null
2789,Ks. Ibis weg,null
2790,Kuilsenhof weg,null
2791,Kuinder straat,null
2792,Kuiperberg weg,null
2793,Kuipers steeg,female
2794,Kuipers straat,female
2795,Kunst brug,male
2796,Kurk,male
2797,Kustvaarder straat,null
2798,Kwadijker straat,null
2799,Kwadrant weg,null
2800,Kwakers plein,null
2801,Kwakers straat,null
2802,Kwartel straat,null
2803,Kwartiermeester straat,null
2804,Kweekhoven,null
2805,Kweek pad,female
2806,Kwekerij laan,male
2807,Kwelder weg,null
2808,Kwintsheul straat,null
2809,KöLpin straat,null
2810,L. Van Sonsbeeck straat,null
2811,L.J.M. Beel straat,null
2812,La Guardia weg,null
2813,La Meye,null
2814,Lambert Rima straat,male
2815,Luchtvaart straat,null
2816,Laagte Ka dijk,null
2817, Laan Der Hesperiden,female
2818, Laan Van Spartaan,female
2819, Laan Van Vlaanderen,female
2820,Laan weg,female
2821,Laarderhoogt weg,null
2822,Laarzen pad,null
2823,Lambertus Zijl plein,male
2824,Lamong gracht,male
2825,Lampenisten straat,null
2826,Lampong straat,male
2827,Lanaken straat,null
2828,Land Van Cocagne plein,male
2829,Landbouw straat,null
2830,Landlust pad,null
2831,Landskroon,null
2832,Landsmeerder dijk,null
2833,Landsteiner straat,null
2834,Landzicht,null
2835,Lange straat,male
2836,Langkat straat,male
2837,Langsom,null
2838,Langswater,null
2839,Langbroek dreef,null
2840,Langbroek pad,null
2841,Lange Distel straat,male
2842,Lange Houtgang,male
2843,Lange Leidsedwars straat,male
2844,Lange Niezel,male
2845,Lange Stammer dijk,male
2846,Lange Vogel straat,male
2847,Lange Vonder,male
2848,Langebrug steeg,null
2849,Lariks laan,null
2850,Lassus straat,null
2851,Lastage weg,null
2852,Latex weg,male
2853,Latherus straat,null
2854,Lathyrus laan,null
2855,Lau Mazirel straat,female
2856,Lauernesse straat,null
2857,Laurier gracht,male
2858,Laurier hof,male
2859,Laurier straat,male
2860,Lavas pad,male
2861,Lavendel straat,null
2862,Lavoisier straat,male
2863,Le Maire kade,null
2864,Le Maire straat,null
2865,Le Tourmalet,null
2866,Lederambacht straat,null
2867,Leendert Schijveschuurder straat,male
2868,Leendert Valstar hof,male
2869,Leenhof straat,null
2870,Leerdam hof,null
2871,Leidse plein,male
2872,Leeuwarder weg,null
2873,Leeuwendalers pad,null
2874,Leeuwendalers weg,null
2875,Leeuwenhoek straat,null
2876,Leeuwenwerf,null
2877,Leeuwerik laan,null
2878,Leeuwerik straat,null
2879,Leghorn straat,null
2880,Legmeer plein,null
2881,Legmeer straat,null
2882,Leibniz straat,male
2883,Leidekkers steeg,null
2884,Leidsche Hand,null
2885,Leidsebosje,null
2886,Leidse gracht,male
2887,Leidse kade,male
2888,Leidsekruis straat,null
2889,Lindenhofje,null
2890,Linden straat,male
2891,Marguerite Yourcenar straat,female
2892,Leidse straat,male
2893,Leimuiden straat,null
2894,Lekkeresluis,null
2895,Leksmond hof,null
2896,Leksmond plein,null
2897,Lek straat,male
2898,Lelie gracht,female
2899,Leliendaal straat,null
2900,Leliesluis,null
2901,Lemelerberg weg,null
2902,Lemoen pad,null
2903,Lente straat,female
2904,Leo Frijda hof,male
2905,Leo Heijdenrijk straat,male
2906,Leo Horn straat,male
2907,Leonard Springer brug,male
2908,Leonardo straat,male
2909,Leopold straat,male
2910,Lepelkruis straat,null
2911,Lepel straat,null
2912,Lesbos straat,null
2913,Letelier straat,male
2914,Leusden hof,null
2915,Leuven straat,male
2916,Levant kade,male
2917,Levant plein,male
2918,Lex Althoff straat,male
2919,Libau-Eiland,female
2920,Lichter straat,null
2921,Licht straat,male
2922,Lidewijde pad,female
2923,Lido straat,male
2924,Liedekerke plantsoen,null
2925,Liefdesbruggetje,null
2926,Liefdesverklaring,null
2927,Lien Gisolf pad,female
2928,Lienden hof,null
2929,Linnaeusdwars straat,null
2930,Linnaeus hof,male
2931,Locatelli kade,male
2932,Lier gouw,male
2933,Lies Bakhuyzen laan,female
2934,Liesdelsluis,null
2935,Lieven De Key straat,male
2936,Lieven Keersemaker straat,male
2937,Light brug,male
2938,Liguster hof,null
2939,Lijnbaans brug,null
2940,Lijnbaans gracht,null
2941,Lijnbaans steeg,null
2942,Lijnbaans straat,null
2943,Lijnden straat,null
2944,Lijnolie straat,null
2945,Lijsterbes laan,null
2946,Lijster laan,null
2947,Lijzijde,null
2948,Limburg hof,null
2949,Limmen straat,null
2950,Limmerick,null
2951,Lina Radke pad,female
2952,Lindekers straat,null
2953,Linde laan,female
2954,Linden gracht,male
2955,Lindenhoeve straat,null
2956,Lindenhoeve weg,null
2957,Locomotief straat,null
2958,Linnaeus kade,male
2959,Linnaeus pad,male
2960,Linnaeuspark weg,null
2961,Linnaeus plantsoen,male
2962,Linnaeus straat,male
2963,Lipari weg,male
2964,Lippijn straat,null
2965,Lire straat,female
2966,Lisdodde laan,null
2967,Lise Meitner pad,female
2968,Litas weg,null
2969,Livorno straat,male
2970,Lizzy Ansingh straat,female
2971,Lloyd plein,male
2972,Lobo-Braakensiek straat,male
2973,Lodewijk Boisot straat,male
2974,Lodewijk Van Deyssel straat,male
2975,Lodewijk Van Duuren straat,male
2976,Loefzijde,null
2977,Loenen dreef,null
2978,Loenermark,null
2979,Loenermark brug,null
2980,Loevestein,null
2981,Lof Der Zotheid brug,male
2982,Logger hof,male
2983,Lohuis,null
2984,Lokeren straat,null
2985,Loman straat,male
2986,Lombardshofje,null
2987,Lombok straat,male
2988,Lommel straat,male
2989,Lommert brug,null
2990,Lomond laan,null
2991,Lontarpalm straat,null
2992,Loodskotter hof,null
2993,Looiers gracht,null
2994,Lucien Gaudin straat,male
